Letters,Target
‘to george beas subiect free camel contest eds union george sorry for not getting back to you sooner with the results of the contest at eds union but here is what 1 came up with we started the contest 1207898 and ended 13098 the retailer was responsible for running the promotion under the following guidelines 121 years or older 2 everyone eligible 3no limit on entrys ‘4 prize limited to rjr brands ‘retailer responsible for all banners and pos ‘gall entries would be on a rr consumer mission card ‘the contest was a drawing of a consumer mission card on the 30th of jan 1998 for 2 months of free cigarettes which came to 12 ‘cartons this was based upon an assumption of i 12 cartons per week for the average smoker on further reflection my smoking oo habit probably was a factor for the i 12 cartons by using one ‘ cartons per week the promotion period could have been extended ‘or the cost could have been less the cigarettes given away were lunpromoted and won by a young man who was a camel filer box ‘smoker ‘a few observations i have are ‘the employees at the store were very helpfull in trying to eliminate duplicate entries when customers entered more than ‘one time they tried to have them only place their name and phone no so we would not have a bunch of duplicate cards  wehad a banner out front of the store the winston car and qos 111 capecoraten 80x on the counter to hold the entries we would have had better results with morb impactfull pos inside of the store and ‘more than just one banner outside l wanted the retailer to be ‘responsible for as much as possible and to keep our involvement limited to paying for the cigarettes if  were to do it again  would rake more control of the po gptwas ack do to gpc running a 400 buydown and us matching tis es soy ¢ difficult to tell how effective this promotion was in increasing o ter cane ah ad gag cus a ete gab vt for por tore tooverscpw now in cestion ‘we ended up with 427 ertries 13 of which only had name ane ty or  phone no and 224 which tam sending to the row 1 think this could be pretty successful if we used alarger ‘volume store and became more involved in the 0s1 believe  we could get as many as 500 valid consumer mission cardsina2 month period with a cost of less than 20000 andi have to believe  we had increased sales on cam and win  would be interested in ‘trying this again but with a slightly changed format tam going to rquest a report from barbara for thelast qtr tsls zoets,0
febauary 3 1976 the nationa£ tobacco festival inc 3312 cutshaw avenue suite 302 richmond virginia 23230 gent£lemen “ ene£osed is a check gor the annual dues of 10 00  ae the statement was sent to ma faank e resnik who has been transferred to new york tam replacing wr resnih here in réchmond and im happy to support the national tobaceo festival singenets sfrted robert b seligman ph 2 vice president reseatch and devetopment rbs5g enclosure 1 marlboro benson heoges parliament virginia slims multifilter alpine,0
minnted promoters  advertisers inc television copy announcer vo cuando desso dis fruter plenainente un cigarriilo prucbe winston winston ie brinds no solaments un filtro medeme y bleineo tenbién winston ter e ete vdos per de teboce expactoine  fomcr con filtro for es9 winston sabe i biénefles suave scbrevo  por ese winston es of cigsrrille cen filizo de ms venta enles b j reynolds tobacco cempany winston cigarettes tv film commercial rainstorm no 35p6242369 11082 cty theme muses under announcer vg when you went to snioy  ec try winston § winstc gives ya not only © madera whlte filter ‘e blend of tieh sncsth flex chy winston is the lergestasell ie inthe win ies s005,4
william esty company mconronares advertising 19 o971000 march 10 1978 on february 22 we wrote a letter spelling out security procedures for ‘the camel filters popup coupon appearing in your a mmber of the publications are having difficulty instituting these procedures some are indicating that there will be additional charges if they are to comply with these instructions exactly this letter cancels the instructions requested in the february 22 letter it outlines new requirements which we believe are essential for the camel popup coupon they are scaled down considerably from our previous letter these security procedures are requested in an effort to eliminate the misre demption that occasionally accompanies a program of this type these insert cards have  cash value and cannot be treated like an ordinary coupon your magazine mst assune sone lability if these cards fall into the wrong hands and ‘are used improperly these security procedures were developed in an attempt to eliminate this problem r j reynolds tobacco company and the william esty agency feel it is incumbent upon the publication that no misredemption of these cards takes place that no theft of the inserte takes place we do not feel out of order in making this request  and we are not prepared to incur additional charges to see that these cards are only used a8 intended if the physical appearance of the skids when received suggests that they have been broken into we would ask that an investigation and report be made immediately the receipt which is signed by the consignee has abvays im lied that the material was received in good condition while these cards are in your plant awaiting insertion into the book we feel it is the magasines responsibility to make certain no carde are stolen it 4s your obligation to securely store the cards until the binding operation ‘the cards should be brought to the bindery area only when required and they should not be left standing open when not in actual use 3   ‘its  x 0s,0
244 zrand vast publication fresno ree date 12473 se my 1305 comments  ad warning 14 pt shat awse oth tan 0 pt ok,4
law offices shookhardy bacon llp one kansas city place “seb man street ansas cry missouri ehtee 2108 1 12708 nda bra ‘telephone 18 a744580 1 facsomle october 8 1997 philip morris discovery committee re bush ‘dear colleagues micon hots ‘ao aenaras ‘attached please find the draft answer of philip mortis incorporated to the busi complaint the answer is due on tuesday october 14 accordingly please forward your comments to my attention no later than noon on friday october 10 micah l hobbs mattem enclosure 9eleeepzoz,0
effect of sidestream smoke passive smoke on cell viability and interferon production g sonnenfelé summary several studies have been carried out to evaluate the toxicological effects of sidestream smoke the work carried out in out laboratory will be reviewed herein sidestream passive smoke has been generated utilizing the peristaltic purp smoking machine this machine allows for simultaneous exposure of specimens to sidestream and mainstream smoke the target cells used were the murine 929 fibroblastlike cell line exposure of these cells 10 sidestream smoke from the 2r reference cigarette resulted in dose dependent cytotoxicity use of the jraf reduced yield cigarete also resulted in dose dependent cytotoxicity a lower dose of sidestream smoke from the ir4f cigarette was requited to generate 80 cytotoxicity of l929 eels than when sidestream smoke from the 2ri cigarette was used the effects of sidestream smoke exposure on production of interferonalphabeta an antiviral amicancer and immunoregulatory substance was also determined production of interferon by 1929 cells was inhibited severely after ‘exposure ofthe cells to nonytotoxie doses of sidestream smoke from the 2ri cigarette filtration of the smoke through activated charcoal reduced the inhibition of interferon production in addition aging of the smoke also resulted in reduction of the inhibition of interferon induction introduction over the past several years «peristaltic pump smoking machine has been used in our laboratory to study the ability of sidestream passive smoke to induce various toxic effects in a cell culture system these i vitro studies will now be reviewed in this paper “the smoke exposure system used was the peristaltic pump smoking machine especially adapted for exposure of tissue cultures griffith 1985 griffith and hancock 1985 cultures of 929 cellsa murine fibroblastlikeline were grown to confluency and exposed to sidestream smoke the eytotoxic effects of the sidestream smoke generated from a 2ri unfiltered reference cigarette were determined sonnenfeld et al 1985 in addition these effects were compared withthe cytotoxic effects of sidestream smoke from the irf filtered ventilated reduced yield experimental cigarette sonnenfeld and wilson 1987 “the interferon system was originally described as an antivical defense system but may play a role in defenses against respiratory tract infections and cancer sonnenfeld and h kasuga ed lndoor air quaity © spager vera erie hescaberg 990,6
is a felony cigarettes are excluded but officials are considering changing the definition during the next legislative session ‘two fenale guards one at the prisons north point factlity and fone at south point both in draper also are under investigation for allegedly smuggling cigarettes into the prison to seil to innates ford said the reason enployees may risk swggling cigarettes s the huge fit margin involved one innate said snokers are paying up to 570 for a pack of cigarettes compared to 35 a month ago ford said the prices are skyrocketing because the supply is erying up “inmates stashed cigarettes before the ban he said “people went out and boried cigarettes in the yerd tobacco has honestly becose the drug of choice out there smoking cessation classes provided by prison facilities are il and fights over cigarettes and debts stenning fron black narket sales persist ford said “tensions are so high right now people are ready to blow up one innate said bot ford said that despite the problens of to repeal the ban iclals have so plans copyright c 1994 the associated received by news20ge1an 5149¢ tw smoking or nonsmoking may becone an option for indiana innates indianapolis ap innates  indianas largest prison nay soon a choice  saoking or nonsnoking officials at the westville corvectional center in laporte county have begun polling the institutions 2 600 innates on whether they would like to be assigned to smokefree units said bill carr spokesnan for the indiana oeparcnent of correction the survey 1s completed adeinistrators will analyze the results to deteraine if the inmates’ wishes can be acconnodated cave said the process vill take several weeks segregating snckers from nonsnokers would be a first for the tndtana prison system carr said the survey was initiated by hestville superintendent danny mebride  ‘thats not to say were not going to be looking at st but it¥s not sonething going on departnentwide right noy carr satd mcbride doesnt need approval from doc supervisors in indianapolis to establish srokefree units at westville carr said higherranking officials ‘certainly will support the dectsion made by the superintendent and the ranagenent of his factlity carr said under current d0c rules snoking is peraitted virtually feveryanere except health care units and foodpreparation areas cigarettes generally are available through prison comaissaries “we fee very confortable with the polley as it stands right al these oppo yelbseorpos,9
lu0tbs american journal of epidemiology copyright © 1908 by the johns hopkins university schoo of hryglene and pubite heath ‘sponsored by the society for epidemiologle research 1a volume 149 oot oe 1900 original contributions ‘tobacco smoke exposure at one month of age and subsequent risk of sids—a prospective study nee dwyer annelouise ponsonby and david couper’ “the aim of this investigation was to dentty the sources of postnatal exposure to tobacco smoke at 1 month cof age and to examine ther relation to eudden infant death syndrome sids the tasmanian infant health suney was a prospective conor study undertaken from 1988 to 1995 l invaved 9828 infants 89 of ebpble infants at higher ak of sids subsequently 53 eigile ivants died of sids hospital interviews were available fon 51 and home inerviews on 35 sids infants urinary cotinine assays were conducted using gasiquid chromatography 7  100 within predictive model tat explained 63 of urinary cotinine variance the strongest predetor of cotinina and also of sios was maternal emoking though the effects of prenatal and posinatal smoking could not be separated however for particular smokingrelated behaviors ere was giscordance between prediction of cotinine concentration and prodison of ik of sids it smoking mothers did fat moka in the room with the baby tho cotrine love nthe infant urine was reduced by a ile more than a halt p 0009 but tia was not astoclated win a reduction in sids rk odds rao  109 85 confidence interval 047255 simla tho prosonce of eer adult resident smokers was associated with a 63 increase inurinary cotinine p  0047 but nat with increased sids risk odde rato  069 95 confidence interval 034140 however the ehidy lacked the power to detect modest effects that is thoso altoing risk less than twoloks am j episemio 1990149593 602 counin prospective studies sudden infant death tebacco smoke potion editors note fora discussion ofthis paper and for have not been placed prone to sleep and there is a need ‘he authors response see pages 603 and 607 respec ly ‘the incidence of sudden infant death syndrome sids has fallen by approximately 50 percent in sev eral countries during the early 1990s following suc cessful campaigns 10 reduce the prevalence of prone infant sleeping position 1 a large fraction of the remaining sids deaths is occurring to identify preventable causes of these deaths ‘a leading contender is infant exposure to tobacco smoke either in utero or postnatally the recent confidential enquiry inquiry into stillbirths and deaths in infancy cesdn study in the united kingdom is the first to provide data on factors associ ated with risk for sids in a population where preva lence of prone sleeping position has fallen to very low levels following the back to sleep campaign in 1991 ‘anbrevatons ceso conigental enquiry nau ‘sutwine and death mrtany cl condonce plena ol ‘bie sios sudden inant oath syceme sdensios conta for poplaten heath research univers of ‘tayamsa hobart tasman avera theadome deparment of general prctee and community,6
crilleul lorillard media services one park avenue new york ny 100165805 « 212 5459000 » cable lorillard february 14 1996 lawar corp fy oe box 37087 shreveport la 711337067 posting instructions ethnic 8sheet contract 3 5505 market shreveport la rspuay penton    of locations fer product newport tce design new newport ice 100s lithographer charles b gardner 2 assoc anticipated shipping dates week of february 161 1996 ‘skeet special instructions xxtax im accordance with our contract» enough newport ice ethnic 8sheet are being sent to repost our showing for the 2 suas 27 do not post prior to february 26 1996 wary e schaetzle 2125453115 note material supplied you for posting may not be used at any that specified in the above noted “display per solell96,0
52518 5194 richer taste  tight blend eats,4
2072097805 4 orv 20ve hou sas serene pomp “tre 8 parjzom puoupry jo uoyeid shag — “at e st xe “puoy uy ourals 28 09 woproea 6 fep taxa te 20 sofa 66k ot haw  yopndsrqsauyy puowyory ait,9
perjer ep fcb leber katz partners date december 22 1988 to mr dan alcazar rj reynolds tobacco company winstonsalem nc 27102 copies to rjr j mckinney b milburn c nicholson h parks fcblkp m dexter d dysart d howald s schoenhofen s smith a thiel subject  vantage 1989 copy rotation attached please find the vantage 1989 magazine copy rotation as of december 21 1988 as we have just recently recieved the vantage 1989 newspaper plan this rotation as well as the ooh rotation will follow after the first of the year please call with any questions or comments sincerely quia m sprcos julia m jones assistant account executive 767 fifth avenue new york 10153 212 7051000  101 park avenue new york 10178 212 9071000 gett esezs,0
oc us ournal of chomarogrphy 631 1993 1950 levee science publishers 8v amsterdam gxt” vane chromsymp 2617 afr characterization of a chiralagp capillary column coupled to a micro sampleenrichment system with uv and electrospray mass spectrometric detection jérgen hermansson and inger hermanson chrantech ab s148 63 norborg sweden jan nordin department of clinical phormocoley karolinska intitte huddinge unversity hospi 141 8 mudange sweden abstract ‘achira agp capillary column 150  018 mim 1d wat uted for the separation of enantiomers of raceme drugs fowraes of 12 ulin small ample volumes 60 al wer injected ditcelyon tothe capillary column wheres larger sample volumes were injected by enrichment of the sume en  eapilary rapping column 48  025 mm ld the tapping com andthe chiral agp capilary column were coupled together bya switching valve a ph and slkent micro gradient was generated inthe trapping sytem the miro raient could be used to compres the migrating bands onthe chiral agp capillary cluma thus large sample vclumes could be injected without a signifeam decrease in detection sensi for some compounds 4550 higher detection snsitnty than with dee injection was eblained by injetion of large sample velumes ono the rapping column sample volumes as high 529 pl ould be injeted using the sarpleenichment technique this sample volume is 330 umes higher than the volume injected directly on 10 the column the hydrophabiol ofthe trapping column infsences the band broadening the bes tection sesitvity was obaind using the most hydrophilic rapping columns the low fowerate used forthe chiral agp capillary column allows coupling wth amass speciromeler through an eleciospeay interface esi the combination ofthe cally chiral column the mero sumpeenrichment thd the esims tcehnigue penits the analyse of chiral eompounds at low coneeneations with high detection selectivity and high sensitivity introduction in order to be able to study the disposition of grug enantiomers in the body analytical methods are required that permit the analysis of enantiomers ‘the biochemical reactions in living organisms oc cur on a threedimensional basis as a result of the asymmetric nature of the macromolecules involved in such reactions enantiomers of drugs can be con verted by the liver enzymes at rates or they can be converted into different metab lites i as drugs also interfere or participate in the biochemical reactions in the organism large dif ferences in pharmacodynamic properties can also bbe obtained for drug enantiomers 58 correspondence 103 hermansson chromtech ab s145 63 nonborg seeden present at very low concentrations in a complex ma trix such as plasma and urine tis well known that all chiral columns give lower separation efficiencies than nonchiral columns another feature of chiral columns is that they tend to give low selectivity for structural analogues compared with nonchiral col umn many drugs are tertiary amines and a com mon metabolic pathway for tevtiary amines is n dealkylation which means that secondary and pri rary amines are formed by the liver enzymes ow ing to the lower selectivity for structural analogues obtained by chiral columns compared with nonchi 002196739350600 © 1993 elsevier science publishers bv all ights reserved 9eeesolosz,6
moore mary ellen from flinn colleen ser wednesday march 25 1998 1131 am to han vie ge davies david claveloux denise subject re thatcher  spoke with thatchers offe yesteray and en language that we put together shoud ay that we have no “formar consultancy relationship wih lady thatcher but that we have great respect for her views and believe that her perspective on  wide range of issues is valuable “the company has consulted with her on geopolitical issues in the past gofimm d60z68e7202,2
2083781469 “1064 091 pur wossueyoy tr dey ‘se7d guney ut si oysugy 1d spp tn 2g surbueg 301 pio ay cir sadaap dupeat a 24 vaons 3 nq “oreunuzesy to spay pur x oun “sousex9 ons 49 pomoye 04s 18et u0 ipyedmnny 1 pastsane souure ogy nhto°rs 6548 ka wordunsys cates 2 puooas rey 1008 at ir fag a esotan 09 bue soo 90 ze pt stats o2toy et se wooazaye eat 309 ow tus wass pur saysinep sur 298 of em 3409 1009 ® uo buyin ‘ssoweizeds ogg¢¢ anoge ion © 10 pam sem  “dies oy 2204 st ou ta suiwiowaur9 3108 sa nod ‘to pareyacoou zpueuing 1a sonboey pus zopurusss seq sat gtos ss as ind annoy fej wo euro yses9 souno om apogktan9 1 sun asa azom 94 ses oun seo 31 qin 30et at 350 pur 1g es yong jaga ‘sue np ono au4b9 jaagu hg 1 eost pl 2a0m pu poo usag an ane sissey 11 © pur afopens 9  pappe 2 sea0 uo tis ob aden pounueys 129 ioe daams aysuag,9
burrelle 8007667306 260400 091647 sdt ‘sat june 2 2000 ‘appears on page 26 ceulation 179282 page 7 ppunsoccs us bans smoking on foreign flights e2icctive sunday smoking will be banned on all scheduled ainlne fights between the urlled states and olher counties the us trans portation department announced friday “the regulation bons inthe cabin or cockpit of lights by us of foreigh airlines the federal avistion adminstration estimated that 977 percent of flights between the uniied states and other countries are already smoke free — including all uscarrer flights — due to volun ary decisions by the slrlnes smoking has been banned on domestic ws fights since 1990 but that rule did not cover internaiional highs arriving in or leaving the country cisco to build north texas cam tive june 30 but will stay on as a ust internet networking giant consultant until the end of gisco systems inc plans to build september at soros’ request 4 north texas campus that would employ up to 5000 workers with cigna oxite most medicare in three years hmo markets about 104000 ‘cisco will focus on optical net seniors that receive ealth insur ‘works and wireless technology at ance from cigna corp will have the site in the dallas suburb of to switch plans or go back to tra richardson known as telecom ditional medicare when the com corridor for its concentration of pany exits most of its medicare elecommunications companies hmo markets next year ‘the change eflective jan 1 ‘soros exec resigns another top signals the start of the next round level executive announced his res of cutbacks from medicare health jgnatin friday from soros fund maintenance organizations that janagement amid an ongoing for the past two years have shakeup at the hedge fund com reduced beneflts and exited sever any founded by international al moneylosing markets citing bnancier george soros low government reimbursement chiot executive duncan hennes said he will resign as ceo effec — from ine suc poge 5 saint pave pioneer press 66£e0segoz ,9
tracking origin message— from anwar foye sont ‘thureday march 15 2001 1208 pm tor flanson tary be férow kinberie  agee cate crail joan b darden benn c abshaw biv lowes’ katnerner comovale mary bango stophani desc paula fer denae gran tip sarr aor render msp phi ia hos rede eitesrooo ee oe spie monique whatford mar roba yan tomes ite ‘grammer adh gipcr caura li ge  sabject maoiaingury tad business news importance high deauiline friday march 16 before 4 pm date received thursday march 15 2001 ‘time received 1145 am reporter craig miller media outlet triad business news location greensboro nc ‘telephone 3364769021 fax 3364769533 email camnillernorthside net ‘subject tobaceo companies’ efforts to develop a product with reduced health risks purpose reporter is wing an artis on what tobacco companies are doing or have done to develop cigarettes that have less health risks his question to pm is what is philip morris doing itanything to develop a cigarette that has reduced health risks the reporter is particularly terested in knowing if pm is developingiworking on a smokeless cigarette foyce harvard community reations philp moris usa concord nc phone 7047885133 foxe 7047885139 mall oye mharwardpmusacom le h hopkins thealisa r recipient read hurt even reed 222001 251 pm borind mark read 37212001 337 pm a8l9el2z7802,2
jeeei31983 1525 pron cab urgh dc anavecov6291 to sxsiasse74 p05 sco xs experimental studies passive smoking increases experimental atherosclerosis in cholesterolfed rabbits boqing zhu md ¥iping sun md richard e sievers bs william m isenberg pud stanton a glantz pud facc william w parmley md facc san francisco california objectives we evaluated the influence of passive smoking on experimental atherosclerosis in cholesterolfed rabbits ‘background exposure to environmental obacco smoke ets has been epidemiologicaly linked to death from ischemic heart disease im nonsmokers ‘methods new zealand raale rabbits were randomly divided into three groups after 2 weeks of 203 cholesterol diet sixteen rabbits were exposed fo 2 high and 16 rabbits to 2 low dose of ets 32 rabbits located in another room served as an unexposed control group after 10 weeks of ets exposure all rabbits were elle and the percent of sortc and pulmonary artery endothelial surfaces covered by lipid lesions was measured by staining and ‘results average air nicotine carbon monoxide and total particulate concentrations were 1040 gm’ 602 ppm and 328 mgm for the igh dose ets group 30 gm’ 188 ppm and 40 mgm for the low dose ets group and 1 gm 31 ppm and 013 mga® for the control group the percent atherosclerotic involvement of the aorta and pulmonary artery increased signii ‘cantly with ets exposare forthe aorta 30  19 mean  sd for the control group 36  14 for the low dose ets grovp and 52 £ 21 for the high dose ets group p  0001 for the pulmonary artery 22  15 for the control group 29  25 for the low dose bts group and 45  12 for the high dose ets group p  0001 bleeding time was shorter im the two ets groups than in the coatrol group 86  17 vs 68  15 68  18 s p 0001 there were no significant differences in serum triglycerides cholesterol and high density lipoprotein cho lesterol atthe end of the study conclusions environmental tobacco smoke affects platelet ‘function and increases aortie and pulmonary artery atheresclero ‘is this increase of atherosclerosis was independent of changes im seram lipids andexhibited a doseresponse relation these results are consistent with deta from epidemiologic studies demonstrating that ets increases the risk of death due to heart disease j am coll cardiol 199332122832 environmental tobacco smoke ets is the term used to describe tobacco combustion products inhaled by nonsmok ers in the proximity of burning tobacco more than 4000 constituents have been identified in cigarette smoke most exposure to ets is from sidestream smoke emitted from the ‘burning tip of the cigarette sidestream smoke is hazardous because it contains high concentrations of ammonia bea zene nicotine carbon monoxide and many other carcino ‘gens and irritants 13 passive smoking involves breathing both sidestream ‘smoke that goes directly into the air from the burning tobacco products and mainstream smoke after it has been exhaled by ‘smokers sidestream smoke has higher concentrations of nox editorial made by 2 guest eile tis policy applies to ‘the university of calforia san franco ‘manvccrigreclved march 31 1992 evised paoeuript received bly 7 1992 accept fay 15 092 oe ‘william w parmley md 1186 moffat ‘adis for conesnondense hospital univeray of calforna sen france sta sa010 01993 bythe americen collegeof catiolony fous compounds than does mainstream smoke it has been estimated that approximately 50 million nonswoking adults ‘over the age of 35 years ae regularly exposed to eavironmental ‘wbacco smoke additionally 07 of al children live in fami lies with one or more smokers 4 the effects of passive smoking on health have been reported to include shorvierm effets such as exacerbation of asthma and angina as well as jongterm effects such as increased tisk of lung cancer respi ralory tact infection and atherosclerosis 17 environmental tobacco smoke adversely affects platelet function and damages arterial endothelium and depresses cellular respiration atthe level of mitochondria 45 people exposed to ithave significantly thicker arterial walls than do ‘unexposed nonsmokers and wall thickness is increased with increasing exposure 8 passive smokers also have signifi cantly depressed bigh density lipoprotein hdl cholesterol levels and significantly elevated ratio of total cholesterol to hdl cholesterol levels  ‘the materials in ets may thus accelerate the develop ment of atherosclerotic plaque previous experimental studies however showed that exposure to smoke from only 1 cigaretteday for 11 to 13 months failed to quantite tively affect atherosclerosis or serum lipids 10 we de signed the present study to further evaluate the influence onssennas600 l6tleooosz,6
vend  tobaccomes gt 1 ot ud se vend magazine conducted a com prehensive survey of cigarette vending fperator in august for a crosesee tion of facts on current operating pat teens and problems in this product area questions covered volume ex pansion and labor cost trends over the fest five years aswell at present pic ing commision systems tox costs top seling brands use of 10dmm sites we of placement programs and cigar sending activity results were restived from 35 vending companies based in 33 ites nd towns of 21 states in all pats of the country respondents ranged from a vendor operating 30 cigrete ma thine o one with 3500 unison loca tion they included cigarette special iss as well as operators heavily en 3404 in fullline food vending ‘the companies taking part in the study have 9 total of 20670 6 ‘machines on locaton today wh 65 et cent of these units in pubic spots nd the res in industrial an inatitae tional places the average number of cigarette machines per operator was sto five years back for a comparison of growth tends these sume frmy reported operating 4 wtal of 16128 tigate uni or an average of 490 nits each this’ means an average cigarette machine expansion gain of 120 machines per operator in that five year period only three of ‘the respondents said they have less cig atte equipment today than five years 1p while two others reported ap ng fgets beant fe y proximately no change in these units 0 location along with expansion in equipment the operators generally reported in creases in total pack volume over the past fiveyear period among 23 oper ators giving estimates for both cur rent and fiveyearago volume the overall totals were currently —5684 562 million packs a month or 247155 monthly packs per operation vs five years back—5450000 packs a month for an average of 236874 for each operator on an individual basis 17 of the respondents here had actual volume increases in each case through more machines” three vendors te port dips in unit sales over that period one has doubled his machines over the five years another has kept the same number of units and the thied has “tightened up” with lese units fn location today than 1963 perunit sales to get an idea of consumer cig arette buying trends in the past five years the operators were asked for average monthly permachine pack volume comparisons covering the pe fod some 16 operators reported gains here with the average increase sinst 1963 at the 6 per cent level 13 said their sales fell off with the average amounting to 7 per cent one operator reported petmachine volume holding steady while five others were ‘ot able to supply the comparison one large operation in the new york metropolitan area suffered a 25 per cent drop in the past five years os pamems i ete vending fon a permachine unit basis this is a cigarette specialist—among many in the city—with 90 per cent of its ma cchines in public locations carrying prices of 50 and mainly 55 cents per pack vs standard counter pricing of 48 cents and supermarket prices at 4 carton the operation had 2100 ma chines on location five years ago and counts 1900 today its total monthly tunit volume has fallen in that period from 11 million packs to a current rate of 800000 this pretty well re flects the general nosedive for vended cigarette sales in new york city caused mainly by a combination of high pack taxes taling over 18 cents and largescale bootlegging ‘among all operators in the study the most common vending price for those 32 market areas aeross the coun tty was 40 cents in public locations ‘thats the price currently used by 22 of the 35° respondents nine others are at 45 the range ran from 30 cents in taxless north carolina to new yorks 55 in captive industrial institutional locations 16 operators said they use 40cent pricing while 15 use 35 this includes four operators using a combination of oth among all respondents however 18 report using one single price for both captive and public locations half of this seg ‘ment was at straight 40 in both types ‘of locations 3 ‘compared with these vended prices ”” average standard counter price in the 68s20p200t continued on page 20 29¢1 eno 6° ocronee 1 1968  race 19 9  antige oq eee,9
specibledition j a education or handbooks fa mea ih mer ro ti dd vow to a kids pe y 3 n o oo a e a 3  a,4
origin massage — fromm osborne kevin pmmc logs sent woerosiay jun 282000 531 pm “to baringto try keane denise muilo joe dose pauls bernd mark carich cairo ge johns sharoon subject mort w bared papar nations nunc ur66el61807,2
2081919152 noxon gerry m ‘thursday may 04 2000 811 am carmines edward l mix poster 2 ©  waccqasenines mig ppt,2
 sun city az newssun november 27 1985 0  national 992227069,9
2078345364 wossage for berling wark from tarryfrbrey date med fe 5 2997 307 by subject february 3 1997 nbederal register7a tor ost dona bexling mark files betachuent 1 binary ‘todays federal register contains an entry from the national center for health seatistice and the centers for disease control scheduling the 1997 joint meeting of the public health conference on records and statistics and the data users conference for ‘july 2831 1997 in washington dc according to the announcement the agenda will focus on collaborations for health information sharing among the various stakeholders and partners in public health   each day will focus on a public issue as follows day 1 ‘health information partnerships  national state and local day 2 ‘information technology and informatics and days 3 and 4 ‘communities at risk ‘he entry is attached as file fri23a todays register contains no osha or niosh entries and no epa entries we are currently highlighting if you would like to review the table of contents please let me know,2
foncbacgit raves un genie 3 waxseiatiene tres tee 17 peta 19 213 ———— experimental studies on acute effects of passive smoking in astema hi megmussen krankenhaus grophensdor zentrum fir preumolopie und thoraxchirargie d2070 grofhanséorf tel 49 4102 601150 faz 49 4102 601245 eee patients with asthma often complain of respiratory symptoms during or after passive smoking experimental srdies on the effec of sbortterm passive smoking have been performed in adults but notin children their results are heterogeneous and’ some of them show deficiencies of their study gesign in a series of controlled exposure studies we investigated the occurrence and degree of acute cffests of shorierm passive smoking in adults and children with asthma taroughout allstudies we ‘used 2 constant cigarene smoke conceatration of 20ppm carbon monoxide in dhe first study 24 adult patients witheild bronchial asthma and 16 healthy subjects were enrolled ‘subjecs breathed cigazene smoke or room air while siting at ret for one hour lang function was measured before and after exposure and airway responsiveness to inhaled methacholine was determined within one hour after exposure as compared to room air lung function parameters did rot change significantly and airway responsiveness was pot altered after passive smoking as it seemed reasonable to expect a more pronounced airway response to air pollutants in children than in adults we then studied 11 ehiléren with mild bronchial asthma while using ap analogous experimental protocol however similarly as seen in the adults lung function and airway respoasive ‘nets to inhaled histamine were not affecied by ope hot of passive smoking in these children ‘the next srudy was designed to investigate the effets of cigarette smoke during vs after exposure and to compare the effects observed at renting ventilation with those observed at increased ventilation rate thirteen children with exerciseinduced asthma participated in this study tey breathed either cigarene smoke or room air for one bour and exercised on a bicycle ergometer during the last six minvies of exposure mean forcedexpiratory volume in one second as a measure of lung function decreased by about 5 during passive smoking as compared to room air this effect could be lanribuied to tyes sookesenstive children and disappeared during and after exercise testing most patients with bronchial asthma sbow an inerease in symptoms an impairment of lung functioa and an enhancement of airway responsiveness during night compared to daytime tus in 2 further study we investigated the effects of passive smoking in the evening on the course of hung function lind airway responsiveness until the next morning seventeen subjects with mild bronchial asthma ere exposed to cigarene smoke or room air for ure hours al rest on the average lung function ‘did not change duting passive smoking but demonstrated small impairments at 300am in the right and 0700 am inthe next morning similarly airway responsiveness to methacholine showed 2 tendency towards increased valves at these times from these studies we conclude that individual patients with asthma can sbow a temporary impair ment of long function during or several hours after passive smoking it is noteworthy that itis gifficat to detect smokesensitive subjects reliably since there is no obvious correlation beween measured changes of functional parameters and acute or anamnestic sympioms due 10 passive smoking es6otsezon,6
